locus_tag	ftype	length_bp	gene	EC_number	COG	product
IENKKHDG_41503	CDS	174				hypothetical protein
IENKKHDG_41504	CDS	174				hypothetical protein
IENKKHDG_41505	CDS	123				hypothetical protein
IENKKHDG_41506	CDS	129				hypothetical protein
IENKKHDG_41507	CDS	180				hypothetical protein
IENKKHDG_41508	CDS	105				hypothetical protein
IENKKHDG_41509	CDS	129				hypothetical protein
IENKKHDG_41510	CDS	174				hypothetical protein
IENKKHDG_41511	CDS	174				hypothetical protein
IENKKHDG_41512	CDS	174				hypothetical protein
IENKKHDG_41513	CDS	174				hypothetical protein
IENKKHDG_41514	CDS	123				hypothetical protein
IENKKHDG_41515	CDS	129				hypothetical protein
IENKKHDG_41516	CDS	174				hypothetical protein
IENKKHDG_41517	CDS	123				hypothetical protein
IENKKHDG_41518	CDS	129				hypothetical protein
IENKKHDG_41519	CDS	174				hypothetical protein
IENKKHDG_41520	CDS	174				hypothetical protein
IENKKHDG_41521	CDS	123				hypothetical protein
IENKKHDG_41522	CDS	129				hypothetical protein
IENKKHDG_41523	CDS	174				hypothetical protein
IENKKHDG_41524	CDS	174				hypothetical protein
IENKKHDG_41525	CDS	123				hypothetical protein
IENKKHDG_41526	CDS	129				hypothetical protein
IENKKHDG_41527	CDS	174				hypothetical protein
IENKKHDG_41528	CDS	123				hypothetical protein
IENKKHDG_41529	CDS	129				hypothetical protein
IENKKHDG_41530	CDS	174				hypothetical protein
IENKKHDG_41531	CDS	123				hypothetical protein
IENKKHDG_41532	CDS	129				hypothetical protein
IENKKHDG_41533	CDS	174				hypothetical protein
IENKKHDG_41534	CDS	174				hypothetical protein
IENKKHDG_41535	CDS	174				hypothetical protein
IENKKHDG_41536	CDS	174				hypothetical protein
IENKKHDG_41537	CDS	123				hypothetical protein
IENKKHDG_41538	CDS	129				hypothetical protein
IENKKHDG_41539	CDS	174				hypothetical protein
IENKKHDG_41540	CDS	174				hypothetical protein
IENKKHDG_41541	CDS	174				hypothetical protein
IENKKHDG_41542	CDS	174				hypothetical protein
IENKKHDG_41543	CDS	174				hypothetical protein
IENKKHDG_41544	CDS	123				hypothetical protein
IENKKHDG_41545	CDS	129				hypothetical protein
IENKKHDG_41546	CDS	174				hypothetical protein
IENKKHDG_41547	CDS	123				hypothetical protein
IENKKHDG_41548	CDS	129				hypothetical protein
IENKKHDG_41549	CDS	174				hypothetical protein
IENKKHDG_41550	CDS	174				hypothetical protein
IENKKHDG_41551	CDS	174				hypothetical protein
IENKKHDG_41552	CDS	174				hypothetical protein
IENKKHDG_41553	CDS	123				hypothetical protein
IENKKHDG_41554	CDS	129				hypothetical protein
IENKKHDG_41555	CDS	174				hypothetical protein
IENKKHDG_41556	CDS	123				hypothetical protein
IENKKHDG_41557	CDS	129				hypothetical protein
IENKKHDG_41558	CDS	111				hypothetical protein
IENKKHDG_41559	CDS	123				hypothetical protein
IENKKHDG_41560	CDS	129				hypothetical protein
IENKKHDG_41561	CDS	174				hypothetical protein
IENKKHDG_41562	CDS	174				hypothetical protein
IENKKHDG_41563	CDS	123				hypothetical protein
IENKKHDG_41564	CDS	129				hypothetical protein
IENKKHDG_41565	CDS	174				hypothetical protein
IENKKHDG_41566	CDS	123				hypothetical protein
IENKKHDG_41567	CDS	129				hypothetical protein
IENKKHDG_41568	CDS	174				hypothetical protein
IENKKHDG_41569	CDS	123				hypothetical protein
IENKKHDG_41570	CDS	129				hypothetical protein
IENKKHDG_41571	CDS	174				hypothetical protein
IENKKHDG_41572	CDS	123				hypothetical protein
IENKKHDG_41573	CDS	129				hypothetical protein
IENKKHDG_41574	CDS	174				hypothetical protein
IENKKHDG_41575	CDS	123				hypothetical protein
IENKKHDG_41576	CDS	129				hypothetical protein
IENKKHDG_41577	CDS	174				hypothetical protein
IENKKHDG_41578	CDS	123				hypothetical protein
IENKKHDG_41579	CDS	129				hypothetical protein
IENKKHDG_41580	CDS	174				hypothetical protein
IENKKHDG_41581	CDS	123				hypothetical protein
IENKKHDG_41582	CDS	129				hypothetical protein
IENKKHDG_41583	CDS	174				hypothetical protein
IENKKHDG_41584	CDS	123				hypothetical protein
IENKKHDG_41585	CDS	129				hypothetical protein
IENKKHDG_41586	CDS	174				hypothetical protein
IENKKHDG_41587	CDS	123				hypothetical protein
IENKKHDG_41588	CDS	129				hypothetical protein
IENKKHDG_41589	CDS	174				hypothetical protein
IENKKHDG_41590	CDS	123				hypothetical protein
IENKKHDG_41591	CDS	129				hypothetical protein
IENKKHDG_41592	CDS	174				hypothetical protein
IENKKHDG_41593	CDS	123				hypothetical protein
IENKKHDG_41594	CDS	129				hypothetical protein
IENKKHDG_41595	CDS	174				hypothetical protein
IENKKHDG_41596	CDS	174				hypothetical protein
IENKKHDG_41597	CDS	174				hypothetical protein
IENKKHDG_41598	CDS	123				hypothetical protein
IENKKHDG_41599	CDS	129				hypothetical protein
IENKKHDG_41600	CDS	174				hypothetical protein
IENKKHDG_41601	CDS	174				hypothetical protein
IENKKHDG_41602	CDS	174				hypothetical protein
IENKKHDG_41603	CDS	123				hypothetical protein
IENKKHDG_41604	CDS	129				hypothetical protein
IENKKHDG_41605	CDS	234				hypothetical protein
IENKKHDG_41606	CDS	174				hypothetical protein
IENKKHDG_41607	CDS	174				hypothetical protein
IENKKHDG_41608	CDS	123				hypothetical protein
IENKKHDG_41609	CDS	129				hypothetical protein
IENKKHDG_41610	CDS	174				hypothetical protein
IENKKHDG_41611	CDS	174				hypothetical protein
IENKKHDG_41612	CDS	174				hypothetical protein
IENKKHDG_41613	CDS	123				hypothetical protein
IENKKHDG_41614	CDS	129				hypothetical protein
IENKKHDG_41615	CDS	174				hypothetical protein
IENKKHDG_41616	CDS	174				hypothetical protein
IENKKHDG_41617	CDS	123				hypothetical protein
IENKKHDG_41618	CDS	129				hypothetical protein
IENKKHDG_41619	CDS	174				hypothetical protein
IENKKHDG_41620	CDS	123				hypothetical protein
IENKKHDG_41621	CDS	129				hypothetical protein
IENKKHDG_41622	CDS	174				hypothetical protein
IENKKHDG_41623	CDS	123				hypothetical protein
IENKKHDG_41624	CDS	129				hypothetical protein
IENKKHDG_41625	CDS	174				hypothetical protein
IENKKHDG_41626	CDS	123				hypothetical protein
IENKKHDG_41627	CDS	129				hypothetical protein
IENKKHDG_41628	CDS	174				hypothetical protein
IENKKHDG_41629	CDS	123				hypothetical protein
IENKKHDG_41630	CDS	129				hypothetical protein
IENKKHDG_41631	CDS	174				hypothetical protein
IENKKHDG_41632	CDS	123				hypothetical protein
IENKKHDG_41633	CDS	129				hypothetical protein
IENKKHDG_41634	CDS	174				hypothetical protein
IENKKHDG_41635	CDS	174				hypothetical protein
IENKKHDG_41636	CDS	174				hypothetical protein
IENKKHDG_41637	CDS	123				hypothetical protein
IENKKHDG_41638	CDS	129				hypothetical protein
IENKKHDG_41639	CDS	174				hypothetical protein
IENKKHDG_41640	CDS	123				hypothetical protein
IENKKHDG_41641	CDS	129				hypothetical protein
IENKKHDG_41642	CDS	174				hypothetical protein
IENKKHDG_41643	CDS	123				hypothetical protein
IENKKHDG_41644	CDS	129				hypothetical protein
IENKKHDG_41645	CDS	174				hypothetical protein
IENKKHDG_41646	CDS	123				hypothetical protein
IENKKHDG_41647	CDS	129				hypothetical protein
IENKKHDG_41648	CDS	174				hypothetical protein
IENKKHDG_41649	CDS	174				hypothetical protein
IENKKHDG_41650	CDS	123				hypothetical protein
IENKKHDG_41651	CDS	129				hypothetical protein
IENKKHDG_41652	CDS	171				hypothetical protein
IENKKHDG_41653	CDS	120				hypothetical protein
IENKKHDG_41654	CDS	129				hypothetical protein
IENKKHDG_41655	CDS	174				hypothetical protein
IENKKHDG_41656	CDS	123				hypothetical protein
IENKKHDG_41657	CDS	129				hypothetical protein
IENKKHDG_41658	CDS	174				hypothetical protein
IENKKHDG_41659	CDS	174				hypothetical protein
IENKKHDG_41660	CDS	174				hypothetical protein
IENKKHDG_41661	CDS	174				hypothetical protein
IENKKHDG_41662	CDS	123				hypothetical protein
IENKKHDG_41663	CDS	129				hypothetical protein
IENKKHDG_41664	CDS	174				hypothetical protein
IENKKHDG_41665	CDS	174				hypothetical protein
IENKKHDG_41666	CDS	123				hypothetical protein
IENKKHDG_41667	CDS	129				hypothetical protein
IENKKHDG_41668	CDS	174				hypothetical protein
IENKKHDG_41669	CDS	174				hypothetical protein
IENKKHDG_41670	CDS	174				hypothetical protein
IENKKHDG_41671	CDS	174				hypothetical protein
IENKKHDG_41672	CDS	123				hypothetical protein
IENKKHDG_41673	CDS	129				hypothetical protein
IENKKHDG_41674	CDS	174				hypothetical protein
IENKKHDG_41675	CDS	174				hypothetical protein
IENKKHDG_41676	CDS	123				hypothetical protein
IENKKHDG_41677	CDS	129				hypothetical protein
IENKKHDG_41678	CDS	174				hypothetical protein
IENKKHDG_41679	CDS	123				hypothetical protein
IENKKHDG_41680	CDS	129				hypothetical protein
IENKKHDG_41681	CDS	174				hypothetical protein
IENKKHDG_41682	CDS	123				hypothetical protein
IENKKHDG_41683	CDS	129				hypothetical protein
IENKKHDG_41684	CDS	174				hypothetical protein
IENKKHDG_41685	CDS	123				hypothetical protein
IENKKHDG_41686	CDS	129				hypothetical protein
IENKKHDG_41687	CDS	174				hypothetical protein
IENKKHDG_41688	CDS	174				hypothetical protein
IENKKHDG_41689	CDS	123				hypothetical protein
IENKKHDG_41690	CDS	129				hypothetical protein
IENKKHDG_41691	CDS	174				hypothetical protein
IENKKHDG_41692	CDS	123				hypothetical protein
IENKKHDG_41693	CDS	129				hypothetical protein
IENKKHDG_41694	CDS	174				hypothetical protein
IENKKHDG_41695	CDS	174				hypothetical protein
IENKKHDG_41696	CDS	123				hypothetical protein
IENKKHDG_41697	CDS	129				hypothetical protein
IENKKHDG_41698	CDS	174				hypothetical protein
IENKKHDG_41699	CDS	174				hypothetical protein
IENKKHDG_41700	CDS	123				hypothetical protein
IENKKHDG_41701	CDS	129				hypothetical protein
IENKKHDG_41702	CDS	174				hypothetical protein
IENKKHDG_41703	CDS	174				hypothetical protein
IENKKHDG_41704	CDS	174				hypothetical protein
IENKKHDG_41705	CDS	174				hypothetical protein
IENKKHDG_41706	CDS	123				hypothetical protein
IENKKHDG_41707	CDS	129				hypothetical protein
IENKKHDG_41708	CDS	174				hypothetical protein
IENKKHDG_41709	CDS	123				hypothetical protein
IENKKHDG_41710	CDS	129				hypothetical protein
IENKKHDG_41711	CDS	174				hypothetical protein
IENKKHDG_41712	CDS	123				hypothetical protein
IENKKHDG_41713	CDS	129				hypothetical protein
IENKKHDG_41714	CDS	174				hypothetical protein
IENKKHDG_41715	CDS	123				hypothetical protein
IENKKHDG_41716	CDS	129				hypothetical protein
IENKKHDG_41717	CDS	174				hypothetical protein
IENKKHDG_41718	CDS	123				hypothetical protein
IENKKHDG_41719	CDS	129				hypothetical protein
IENKKHDG_41720	CDS	174				hypothetical protein
IENKKHDG_41721	CDS	123				hypothetical protein
IENKKHDG_41722	CDS	129				hypothetical protein
IENKKHDG_41723	CDS	174				hypothetical protein
IENKKHDG_41724	CDS	174				hypothetical protein
IENKKHDG_41725	CDS	123				hypothetical protein
IENKKHDG_41726	CDS	129				hypothetical protein
IENKKHDG_41727	CDS	174				hypothetical protein
IENKKHDG_41728	CDS	123				hypothetical protein
IENKKHDG_41729	CDS	129				hypothetical protein
IENKKHDG_41730	CDS	174				hypothetical protein
IENKKHDG_41731	CDS	174				hypothetical protein
IENKKHDG_41732	CDS	174				hypothetical protein
IENKKHDG_41733	CDS	123				hypothetical protein
IENKKHDG_41734	CDS	129				hypothetical protein
IENKKHDG_41735	CDS	174				hypothetical protein
IENKKHDG_41736	CDS	174				hypothetical protein
IENKKHDG_41737	CDS	123				hypothetical protein
IENKKHDG_41738	CDS	129				hypothetical protein
IENKKHDG_41739	CDS	174				hypothetical protein
IENKKHDG_41740	CDS	174				hypothetical protein
IENKKHDG_41741	CDS	123				hypothetical protein
IENKKHDG_41742	CDS	129				hypothetical protein
IENKKHDG_41743	CDS	174				hypothetical protein
IENKKHDG_41744	CDS	174				hypothetical protein
IENKKHDG_41745	CDS	123				hypothetical protein
IENKKHDG_41746	CDS	129				hypothetical protein
IENKKHDG_41747	CDS	174				hypothetical protein
IENKKHDG_41748	CDS	174				hypothetical protein
IENKKHDG_41749	CDS	174				hypothetical protein
IENKKHDG_41750	CDS	123				hypothetical protein
IENKKHDG_41751	CDS	129				hypothetical protein
IENKKHDG_41752	CDS	174				hypothetical protein
IENKKHDG_41753	CDS	123				hypothetical protein
IENKKHDG_41754	CDS	129				hypothetical protein
IENKKHDG_41755	CDS	174				hypothetical protein
IENKKHDG_41756	CDS	123				hypothetical protein
IENKKHDG_41757	CDS	129				hypothetical protein
IENKKHDG_41758	CDS	174				hypothetical protein
IENKKHDG_41759	CDS	123				hypothetical protein
IENKKHDG_41760	CDS	129				hypothetical protein
IENKKHDG_41761	CDS	174				hypothetical protein
IENKKHDG_41762	CDS	174				hypothetical protein
IENKKHDG_41763	CDS	123				hypothetical protein
IENKKHDG_41764	CDS	129				hypothetical protein
IENKKHDG_41765	CDS	174				hypothetical protein
IENKKHDG_41766	CDS	123				hypothetical protein
IENKKHDG_41767	CDS	129				hypothetical protein
IENKKHDG_41768	CDS	174				hypothetical protein
IENKKHDG_41769	CDS	123				hypothetical protein
IENKKHDG_41770	CDS	129				hypothetical protein
IENKKHDG_41771	CDS	174				hypothetical protein
IENKKHDG_41772	CDS	123				hypothetical protein
IENKKHDG_41773	CDS	129				hypothetical protein
IENKKHDG_41774	CDS	174				hypothetical protein
IENKKHDG_41775	CDS	123				hypothetical protein
IENKKHDG_41776	CDS	129				hypothetical protein
IENKKHDG_41777	CDS	174				hypothetical protein
IENKKHDG_41778	CDS	174				hypothetical protein
IENKKHDG_41779	CDS	123				hypothetical protein
IENKKHDG_41780	CDS	129				hypothetical protein
IENKKHDG_41781	CDS	174				hypothetical protein
IENKKHDG_41782	CDS	123				hypothetical protein
IENKKHDG_41783	CDS	129				hypothetical protein
IENKKHDG_41784	CDS	174				hypothetical protein
IENKKHDG_41785	CDS	123				hypothetical protein
IENKKHDG_41786	CDS	129				hypothetical protein
IENKKHDG_41787	CDS	213				hypothetical protein
IENKKHDG_41788	CDS	174				hypothetical protein
IENKKHDG_41789	CDS	123				hypothetical protein
IENKKHDG_41790	CDS	129				hypothetical protein
IENKKHDG_41791	CDS	174				hypothetical protein
IENKKHDG_41792	CDS	123				hypothetical protein
IENKKHDG_41793	CDS	129				hypothetical protein
IENKKHDG_41794	CDS	174				hypothetical protein
IENKKHDG_41795	CDS	123				hypothetical protein
IENKKHDG_41796	CDS	129				hypothetical protein
IENKKHDG_41797	CDS	174				hypothetical protein
IENKKHDG_41798	CDS	174				hypothetical protein
IENKKHDG_41799	CDS	123				hypothetical protein
IENKKHDG_41800	CDS	129				hypothetical protein
IENKKHDG_41801	CDS	174				hypothetical protein
IENKKHDG_41802	CDS	174				hypothetical protein
IENKKHDG_41803	CDS	174				hypothetical protein
IENKKHDG_41804	CDS	123				hypothetical protein
IENKKHDG_41805	CDS	129				hypothetical protein
IENKKHDG_41806	CDS	174				hypothetical protein
IENKKHDG_41807	CDS	123				hypothetical protein
IENKKHDG_41808	CDS	129				hypothetical protein
IENKKHDG_41809	CDS	174				hypothetical protein
IENKKHDG_41810	CDS	123				hypothetical protein
IENKKHDG_41811	CDS	129				hypothetical protein
IENKKHDG_41812	CDS	174				hypothetical protein
IENKKHDG_41813	CDS	123				hypothetical protein
IENKKHDG_41814	CDS	114				hypothetical protein
IENKKHDG_41815	CDS	174				hypothetical protein
IENKKHDG_41816	CDS	123				hypothetical protein
IENKKHDG_41817	CDS	129				hypothetical protein
IENKKHDG_41818	CDS	174				hypothetical protein
IENKKHDG_41819	CDS	123				hypothetical protein
IENKKHDG_41820	CDS	129				hypothetical protein
IENKKHDG_41821	CDS	174				hypothetical protein
IENKKHDG_41822	CDS	123				hypothetical protein
IENKKHDG_41823	CDS	129				hypothetical protein
IENKKHDG_41824	CDS	174				hypothetical protein
IENKKHDG_41825	CDS	123				hypothetical protein
IENKKHDG_41826	CDS	129				hypothetical protein
IENKKHDG_41827	CDS	174				hypothetical protein
IENKKHDG_41828	CDS	123				hypothetical protein
IENKKHDG_41829	CDS	129				hypothetical protein
IENKKHDG_41830	CDS	174				hypothetical protein
IENKKHDG_41831	CDS	123				hypothetical protein
IENKKHDG_41832	CDS	129				hypothetical protein
IENKKHDG_41833	CDS	174				hypothetical protein
IENKKHDG_41834	CDS	174				hypothetical protein
IENKKHDG_41835	CDS	123				hypothetical protein
IENKKHDG_41836	CDS	129				hypothetical protein
IENKKHDG_41837	CDS	174				hypothetical protein
IENKKHDG_41838	CDS	123				hypothetical protein
IENKKHDG_41839	CDS	129				hypothetical protein
IENKKHDG_41840	CDS	174				hypothetical protein
IENKKHDG_41841	CDS	123				hypothetical protein
IENKKHDG_41842	CDS	129				hypothetical protein
IENKKHDG_41843	CDS	174				hypothetical protein
IENKKHDG_41844	CDS	123				hypothetical protein
IENKKHDG_41845	CDS	129				hypothetical protein
IENKKHDG_41846	CDS	174				hypothetical protein
IENKKHDG_41847	CDS	174				hypothetical protein
IENKKHDG_41848	CDS	174				hypothetical protein
IENKKHDG_41849	CDS	123				hypothetical protein
IENKKHDG_41850	CDS	129				hypothetical protein
IENKKHDG_41851	CDS	174				hypothetical protein
IENKKHDG_41852	CDS	174				hypothetical protein
IENKKHDG_41853	CDS	123				hypothetical protein
IENKKHDG_41854	CDS	129				hypothetical protein
IENKKHDG_41855	CDS	174				hypothetical protein
IENKKHDG_41856	CDS	123				hypothetical protein
IENKKHDG_41857	CDS	129				hypothetical protein
IENKKHDG_41858	CDS	186				hypothetical protein
IENKKHDG_41859	CDS	102				hypothetical protein
IENKKHDG_41860	CDS	129				hypothetical protein
IENKKHDG_41861	CDS	174				hypothetical protein
IENKKHDG_41862	CDS	174				hypothetical protein
IENKKHDG_41863	CDS	123				hypothetical protein
IENKKHDG_41864	CDS	129				hypothetical protein
IENKKHDG_41865	CDS	174				hypothetical protein
IENKKHDG_41866	CDS	123				hypothetical protein
IENKKHDG_41867	CDS	129				hypothetical protein
IENKKHDG_41868	CDS	174				hypothetical protein
IENKKHDG_41869	CDS	174				hypothetical protein
IENKKHDG_41870	CDS	123				hypothetical protein
IENKKHDG_41871	CDS	129				hypothetical protein
IENKKHDG_41872	CDS	174				hypothetical protein
IENKKHDG_41873	CDS	123				hypothetical protein
IENKKHDG_41874	CDS	129				hypothetical protein
IENKKHDG_41875	CDS	174				hypothetical protein
IENKKHDG_41876	CDS	123				hypothetical protein
IENKKHDG_41877	CDS	129				hypothetical protein
IENKKHDG_41878	CDS	174				hypothetical protein
IENKKHDG_41879	CDS	123				hypothetical protein
IENKKHDG_41880	CDS	129				hypothetical protein
IENKKHDG_41881	CDS	174				hypothetical protein
IENKKHDG_41882	CDS	123				hypothetical protein
IENKKHDG_41883	CDS	129				hypothetical protein
IENKKHDG_41884	CDS	174				hypothetical protein
IENKKHDG_41885	CDS	174				hypothetical protein
IENKKHDG_41886	CDS	123				hypothetical protein
IENKKHDG_41887	CDS	129				hypothetical protein
IENKKHDG_41888	CDS	174				hypothetical protein
IENKKHDG_41889	CDS	123				hypothetical protein
IENKKHDG_41890	CDS	129				hypothetical protein
IENKKHDG_41891	CDS	174				hypothetical protein
IENKKHDG_41892	CDS	123				hypothetical protein
IENKKHDG_41893	CDS	129				hypothetical protein
IENKKHDG_41894	CDS	174				hypothetical protein
IENKKHDG_41895	CDS	123				hypothetical protein
IENKKHDG_41896	CDS	129				hypothetical protein
IENKKHDG_41897	CDS	180				hypothetical protein
IENKKHDG_41898	CDS	138				hypothetical protein
IENKKHDG_41899	CDS	129				hypothetical protein
IENKKHDG_41900	CDS	174				hypothetical protein
IENKKHDG_41901	CDS	123				hypothetical protein
IENKKHDG_41902	CDS	129				hypothetical protein
